,artists,duration_ms,explicit,id,mode,name,popularity,release_date,year,language,combined_features
65386,['Jethro Tull'],203227,0,68iybMYoJAqbKPTo1XxnJM,1,A Song for Jeffrey - 2001 Remaster,23,1968-10-25,1968,,['Jethro Tull'] 1968-10-25
161091,['Down3r'],172560,1,56urjuqz1NIOKhhCjQhVw0,1,Suga Boom Boom,58,2016-09-07,2016,,['Down3r'] 2016-09-07
120979,['Blue Cheer'],227040,0,7J8A3XOuGFnGheoSsHUXC8,0,Summertime Blues,35,1968-01-01,1968,,['Blue Cheer'] 1968-01-01
151957,"['Cartel De Santa', 'Bicho Ramirez']",275480,1,2B7crrdW4svDILuMtRSvNg,0,Traficando Rimas,48,2010-05-25,2010,,"['Cartel De Santa', 'Bicho Ramirez'] 2010-05-25"
29935,['Boney James'],319640,0,5gATxmqQhSezj6dRTfhDa4,0,East Bay,36,1997-05-27,1997,,['Boney James'] 1997-05-27
165291,['Robert Palmer'],188000,0,4y7lnbSjgVTByQzQy6fYmD,1,How Much Fun,27,1974-01-01,1974,,['Robert Palmer'] 1974-01-01
160753,['Jack Johnson'],201227,0,0Etdshb7TsPs3kPII6V0cR,1,Tape Deck,52,2013-01-01,2013,,['Jack Johnson'] 2013-01-01
110746,['Miles Davis Quintet'],543560,0,2akUccC6qV8lj2UCu9oCKM,1,Surrey With The Fringe On Top,27,1961,1961,,['Miles Davis Quintet'] 1961
70569,['Monsta X'],186107,0,59lh6XYTsfhoXXTNU8TUrz,1,FANTASIA,70,2020-05-26,2020,,['Monsta X'] 2020-05-26
114873,['Valentín Elizalde'],239120,0,6HH26pfSrXhOvF7Tvy75R5,1,El Pavido Navido,61,2002-01-01,2002,,['Valentín Elizalde'] 2002-01-01
143120,['Wiz Khalifa'],241613,1,3GzjG6Qah8cplpj5YAURLK,1,Say Yeah,50,2008-01-22,2008,,['Wiz Khalifa'] 2008-01-22
134722,['Grupo Pegasso'],199863,0,7hUeM605R3peXzGU9FBgix,1,Cosas del Amor,57,2012-09-17,2012,,['Grupo Pegasso'] 2012-09-17
53152,['Salt-N-Pepa'],293067,0,1M4edABBrqbBjTWcF0u9qw,0,I Am The Body Beautiful,32,1995-01-01,1995,,['Salt-N-Pepa'] 1995-01-01
134921,['The Vamps'],193213,0,5plDUEEu4r5YEzHL8IhOs1,0,Can We Dance,55,2014-11-04,2014,,['The Vamps'] 2014-11-04
116000,['Demi Lovato'],231173,0,7nCBOm2WiTUPAx3TeG2rZA,0,Warrior,64,2013-01-01,2013,,['Demi Lovato'] 2013-01-01
123392,['Jon Secada'],275040,0,543d68hZ4dzVePFfdVc0Ki,1,Angel,56,1992-01-01,1992,,['Jon Secada'] 1992-01-01
99075,['Lead Belly'],72568,0,2wupltLITWE70j9znOCrTT,1,Gwine Dig A Hole (993-A-1),0,1938,1938,,['Lead Belly'] 1938
8093,"['Morat', 'Juanes']",231440,0,4AUgtXs2HmOXrw0ROxQM8l,1,Besos En Guerra,0,2020-06-05,2020,,"['Morat', 'Juanes'] 2020-06-05"
12995,['Orchestral Manoeuvres In The Dark'],270867,0,0COmTZuFm3W2g6ZzUTnQi1,1,"If You Leave - From ""Pretty In Pink""",34,1988-01-01,1988,,['Orchestral Manoeuvres In The Dark'] 1988-01-01
105776,['The Coasters'],113040,0,7demHL0GXA6YmTNqw3Btz8,1,Yakety Yak,58,2005-12-20,2005,,['The Coasters'] 2005-12-20
153809,"['Claude Debussy', 'Oscar Levant']",138920,0,3tLg3VixDID18yTDkZolAx,1,"Préludes, Livre 1, L. 117: VIII. La fille aux cheveux de lin (Remastered)",0,1942,1942,,"['Claude Debussy', 'Oscar Levant'] 1942"
141624,['Los Angeles Azules'],183680,0,4kzv1LotkLmv7sFC5Cj21f,1,Cumbia India,45,1993-01-01,1993,,['Los Angeles Azules'] 1993-01-01
42196,"['Ann Corio', 'Sonny Lester']",158627,0,05YGr9ROaQKENcFJYJZrwU,1,Bumps & Grinds,7,1962,1962,,"['Ann Corio', 'Sonny Lester'] 1962"
126736,"['Francisco Canaro', 'Charlo']",185000,0,6Xjm1Qj59aNKPnfCrU8QOy,0,Si Tu Fueras Mi Novia - Remasterizado,0,1931-11-04,1931,,"['Francisco Canaro', 'Charlo'] 1931-11-04"
126235,['Reverend J.M. Gates'],179293,0,4cLT4ZVG3VrzYdUl7wwqXM,1,No Room In The Jailhouse,0,1926,1926,,['Reverend J.M. Gates'] 1926
51070,['J.J. Cale'],170333,0,2JyYrrywWBGHf2dJ6MCzcR,1,I'd Like To Love You Baby,27,1974-04-30,1974,,['J.J. Cale'] 1974-04-30
117329,"['Frédéric Chopin', 'Robert Lortat']",26853,0,62OJjWHwOCpmyD9AfQKQUC,0,"24 Préludes, Op. 28: No. 14 in E-Flat Minor. Allegro",0,1931,1931,,"['Frédéric Chopin', 'Robert Lortat'] 1931"
3472,['Redbone'],220227,0,4Pwblaqg590KP3s2gHg0cP,1,Beautiful Illusion,30,1974-09-20,1974,English,['Redbone'] 1974-09-20
8008,"['Omar Apollo', 'Dominic Fike', 'Kenny Beats']",160000,1,0Lhy1sDDdtUFY2pyq2ZVi9,1,Hit Me Up,66,2019-11-05,2019,,"['Omar Apollo', 'Dominic Fike', 'Kenny Beats'] 2019-11-05"
149511,['Johnny Winter'],293293,0,6VbxpZ55Xv2L1CVKIO7Bul,1,Mojo Boogie,39,1986,1986,,['Johnny Winter'] 1986
105785,['Bloc Party'],220573,0,7vjzFWG4neQ9YYMN9yZ9hr,0,Helicopter,57,2005-03-22,2005,,['Bloc Party'] 2005-03-22
55545,['Moneybagg Yo'],162809,1,6uWaErhSQM176jluMQCuD7,1,Relentless Again,60,2019-05-24,2019,,['Moneybagg Yo'] 2019-05-24
58589,['The New Birth'],270440,0,1ClUsckbvl0TEeYp4MJgzR,1,Echoes of My Mind,21,1974-07-01,1974,,['The New Birth'] 1974-07-01
57213,['Hugo Montenegro'],122973,0,2kGGwGJgEPTC3qeu2SBsTk,1,Theme From A Summer Place,12,1960-02-14,1960,,['Hugo Montenegro'] 1960-02-14
26661,"[""Junior Wells' Chicago Blues Band""]",124707,0,0NaGerZ0neJyTG10D9kwo4,1,Hoodoo Man Blues,21,1965-05-24,1965,,"[""Junior Wells' Chicago Blues Band""] 1965-05-24"
56699,['Ted Heath'],11867,0,09Cp9XFOU1FMj9B5Q3uuPm,0,Ted Heath’s Spoken Intro,0,1955,1955,,['Ted Heath'] 1955
145011,['Tamás Cseh'],367067,0,5pzj2mDvyDpdFedMmvSVGs,0,Horda,0,1939-07-01,1939,,['Tamás Cseh'] 1939-07-01
46405,['Toño Rosario'],285800,0,2RZFwxo5JrPl8xiVHIKlhs,0,El Reloj,38,2004-01-01,2004,,['Toño Rosario'] 2004-01-01
105403,"['Jagged Edge', 'Nelly']",232560,0,5HIH7viDwuewZiv6Hs75ys,1,Where the Party At (feat. Nelly),57,2001-07-03,2001,,"['Jagged Edge', 'Nelly'] 2001-07-03"
113182,['José José'],175067,0,1ZzSTURCWH0Xax2i69ooSE,1,Me Vas a Echar de Menos,56,1985-04-27,1985,,['José José'] 1985-04-27
3724,['Peter Frampton'],177107,0,0hSDaogatoLJoC8iLuybMe,1,Wind Of Change - Live,31,1976,1976,English,['Peter Frampton'] 1976
31889,"['Kurt Hugo Schneider', 'Christina Grimmie', 'Sam Tsui']",263598,0,0QfmQhr5npxuWQ4zzUDUhB,1,Just A Dream,68,2017-11-14,2017,,"['Kurt Hugo Schneider', 'Christina Grimmie', 'Sam Tsui'] 2017-11-14"
150621,['Yndio'],228867,0,6qLBE5ZBD7WqaqNMThQcM5,1,Melodia Desencadenada,40,1997-01-01,1997,,['Yndio'] 1997-01-01
22958,['Lady Gaga'],170293,0,5ww65ORP2faNi9ygUjxwId,1,Money Honey,46,2008-01-01,2008,,['Lady Gaga'] 2008-01-01
97495,"['Kygo', 'Selena Gomez']",220781,0,12GEpg2XOPyqk03JZEZnJs,1,It Ain’t Me (with Selena Gomez),68,2017-02-17,2017,,"['Kygo', 'Selena Gomez'] 2017-02-17"
102252,['Keith Emerson'],277653,0,6qj0OV5w2PlGTASSx34Lrl,1,Lucky Man - 2012 Remastered Version,52,1970-10-01,1970,,['Keith Emerson'] 1970-10-01
20090,['The Fabulous Thunderbirds'],178667,0,4Yc1LYGmKI7gyhCxmr4IEL,1,C-Boy's Blues,30,1979,1979,,['The Fabulous Thunderbirds'] 1979
126961,['Olga Svendsen'],186217,0,61J192d1gJk1WgX1TjA9u0,1,Med Kronborg om styrbord igen,0,1934,1934,,['Olga Svendsen'] 1934
102004,['Ennio Morricone'],302507,0,6tGtkJtXZytZhugipYJTCj,1,The Trio,46,1967,1967,,['Ennio Morricone'] 1967
161080,"['DJ Khaled', 'Drake']",183695,1,4JDZl9nKIAhAhDjw753u4X,0,For Free (feat. Drake),56,2016-06-17,2016,,"['DJ Khaled', 'Drake'] 2016-06-17"
71671,['M. S. Subbulakshmi'],178507,0,5HlKo6GftF5Zgq4GQgCDn2,0,Vaishnav Janto Tene Kahiye,7,1957-12-01,1957,,['M. S. Subbulakshmi'] 1957-12-01
5330,['Erasure'],224333,0,4gLW2ghP3Vs47iDqDxfGt0,1,Chains of Love - 2009 Remaster,35,1992-11-16,1992,English,['Erasure'] 1992-11-16
69139,['Say Anything'],165035,1,4AtmALMF0y7ttIykE7Z1B0,1,The Futile,39,2005-10-01,2005,,['Say Anything'] 2005-10-01
20233,['Don Williams'],235440,0,5Wzq42rsVicj5JR2j3TevV,1,To Be Your Man,31,1980-01-01,1980,,['Don Williams'] 1980-01-01
55418,['NCT 127'],219107,0,4KqPuyZdcjXuRqXSARnt6r,0,Regular - English Version,66,2018-10-12,2018,,['NCT 127'] 2018-10-12
161515,"['Frédéric Chopin', 'Guiomar Novaes', 'New York Philharmonic', 'George Szell']",704653,0,5kdNLiMHJtzioByOaOQpPv,0,"Concerto pour piano No. 2 in F Minor, Op. 21: I. Maestoso",0,1926,1926,,"['Frédéric Chopin', 'Guiomar Novaes', 'New York Philharmonic', 'George Szell'] 1926"
22249,['Atmosphere'],257867,1,6wUhjJzN7cvzoOX3Zpl8B0,1,Don't Ever Fucking Question That,40,2001,2001,,['Atmosphere'] 2001
163309,['Hampton Hawes Trio'],237173,0,0mRSpmTjRF1ccnVrGkOJ1Z,0,So In Love,7,1955-01-01,1955,,['Hampton Hawes Trio'] 1955-01-01
130821,['MFSB'],313907,0,3rwrt4Ks6N6EWIfjfIfLAP,1,Love Is the Message - Love Groove Bonus,41,1973,1973,,['MFSB'] 1973
160938,['Lana Del Rey'],295093,0,3sYDVtqO35oRSOIMx7dOqR,0,Freak,62,2015-09-18,2015,,['Lana Del Rey'] 2015-09-18
132856,['Vangelis'],534400,0,575blCgesVtCu0HEYaIcas,1,Blade Runner Blues,53,1994-06-06,1994,,['Vangelis'] 1994-06-06
155826,['Javier Solís'],165507,0,47D0iJGFMrbKk01W9iACKc,1,Que Va...,45,1964,1964,,['Javier Solís'] 1964
1414,"['Jairam Shiledar', 'Lata Mangeshkar']",183600,0,12CWFCFAWkkc3vPOG19dVK,1,Vithal Maaza Jeev,0,1953-12-31,1953,Marathi,"['Jairam Shiledar', 'Lata Mangeshkar'] 1953-12-31"
123067,['Love and Rockets'],256227,0,5BMH89lz5tHLR1kQOBNXdM,0,So Alive,42,1989,1989,,['Love and Rockets'] 1989
37322,['Reba McEntire'],277640,0,78vrdt82ujAOLZ0GEx2PGc,1,Bobby,31,1991-01-01,1991,,['Reba McEntire'] 1991-01-01
129456,['Sam Cooke'],155320,0,1BIGqqQxGV9c45heFmUxLL,1,That's Where It's At,19,1960-01-01,1960,,['Sam Cooke'] 1960-01-01
28828,['Poison'],194333,0,09uOAYRPChIi9c7cRKNBO8,1,#1 Bad Boy - 2005 Remastered,26,1986,1986,,['Poison'] 1986
94727,['The Allman Brothers Band'],310693,0,4Um5JeJZ4GeRb8JVjuRdH9,0,Southbound,47,1989-06-20,1989,,['The Allman Brothers Band'] 1989-06-20
87456,"['White Noise Meditation', 'Lullaby Land', 'White Noise Babies', 'Calming Sounds', 'Canciones De Cuna']",73887,0,67iF3DdebmElASIGoebYt1,1,Brown Noise - Loopable with No Fade,74,2015-05-26,2015,,"['White Noise Meditation', 'Lullaby Land', 'White Noise Babies', 'Calming Sounds', 'Canciones De Cuna'] 2015-05-26"
116604,"['Cuco', 'Jean Carter']",201264,1,3kEsMLO3qUUwiXeCndsMIb,1,Bossa No Sé (feat. Jean Carter),73,2019-07-26,2019,,"['Cuco', 'Jean Carter'] 2019-07-26"
45086,['Country Joe & The Fish'],226133,0,6vvaSmXe1oWgbpz5P7Ys4Q,1,The Fish Cheer & I-Feel-Like-I’m-Fixin’-To-Die Rag,33,1991-01-01,1991,,['Country Joe & The Fish'] 1991-01-01
46918,['Banda Machos'],185147,0,3ndJWgaFnw92IeICfSlTrP,1,No soy monedita de oro,45,2009-03-24,2009,,['Banda Machos'] 2009-03-24
28003,['Kate Bush'],178693,0,7FXFAvkVsZ85KzppbQzYs2,0,Strange Phenomena,35,1978-02-17,1978,,['Kate Bush'] 1978-02-17
125283,"['David Guetta', 'Sia']",222500,0,1HfPcQ3c2HyGeID3u1lmCa,1,She Wolf (Falling to Pieces) [feat. Sia],53,2011-08-26,2011,,"['David Guetta', 'Sia'] 2011-08-26"
108331,['Apocolothoth'],289958,0,0zAjtZeAChVxLEscge0bOx,0,Padded Street Corners,0,1936-04-10,1936,,['Apocolothoth'] 1936-04-10
142547,['Los Tucanes De Tijuana'],191613,0,4baEwCzla3yCyz21uhOFLp,1,El Regreso Del Chapo,49,2003-05-20,2003,,['Los Tucanes De Tijuana'] 2003-05-20
149701,['Willy Chirino'],330160,0,0B9IfztVRqUnHaxZgdx4CV,1,Medias Negras,34,1988,1988,,['Willy Chirino'] 1988
69768,"['Trip Lee', 'Andy Mineo', 'KB']",246347,0,6mwQQw4dmJtWwujw3kirRO,0,One Sixteen,45,2012-04-10,2012,,"['Trip Lee', 'Andy Mineo', 'KB'] 2012-04-10"
94090,['Lindsey Buckingham'],131520,0,38i0QcGQ9hu8PMk4QObUTj,1,Holiday Road - National Lampoon's Vacation,52,1983,1983,,['Lindsey Buckingham'] 1983
101792,['Frank Chacksfield & His Orchestra'],166293,0,7kH1ncrh5yN5vGSWSAW8wT,1,Limelight,47,1965-11-01,1965,,['Frank Chacksfield & His Orchestra'] 1965-11-01
120007,"['Leo Marini', 'La Sonora Matancera']",158627,0,4jhAPY0Y3rIoOah3jXIn8M,0,Dos Almas,28,1958-01-01,1958,,"['Leo Marini', 'La Sonora Matancera'] 1958-01-01"
139833,['Michael Franks'],276400,0,2gLzBIXTrphTRCZoSRpKZJ,1,Popsicle Toes,39,1976,1976,,['Michael Franks'] 1976
138787,['B.B. King'],104467,0,2nix8LwkSyDlO4NBqf6Q07,1,"Woke Up This Mornin' - Live At The Regal Theater, Chicago/1964",29,1965,1965,,['B.B. King'] 1965
41493,['Erroll Garner'],233520,0,6hF3eLeiVCInXVEn7oeFgT,1,"Mambo Carmel - Original Edited Concert - Live at Sunset School, Carmel-by-the-Sea, CA, September 1955",6,1955-10-13,1955,,['Erroll Garner'] 1955-10-13
148392,['Queen'],166853,0,4vNqFvjusqmsKshx2LAeej,0,Tenement Funster - Remastered 2011,27,1974-11-08,1974,,['Queen'] 1974-11-08
116978,"['Frédéric Chopin', 'Vladimir Horowitz']",328267,0,2BJvcoR0zdlTet5vQeTIoG,0,"Étude in C-Sharp Minor, Op. 25, No. 7",0,1928,1928,,"['Frédéric Chopin', 'Vladimir Horowitz'] 1928"
37684,['Alanis Morissette'],280627,0,3qmLgkFN1rChCH6CgfNOKD,1,Mary Jane,33,1995-06-09,1995,,['Alanis Morissette'] 1995-06-09
30587,['Malcolm McLaren'],289987,0,0WN1ICX0u0NenOccX8gRp3,1,About Her,49,2004-04-13,2004,,['Malcolm McLaren'] 2004-04-13
98800,"['Franz Joseph Haydn', 'Pro Arte Quartet']",233693,0,0W5IvIhU7fZAPZLOhRaX2E,1,"Haydn: String Quartet No. 43 in G Major, Op. 54 No. 1, Hob. III, 58: I. Allegro con brio",0,1935,1935,,"['Franz Joseph Haydn', 'Pro Arte Quartet'] 1935"
5908,['Iron Maiden'],539787,0,1qlqrS9ogCpNQgPhQzijPL,1,The Clansman - 2015 Remaster,37,1998-03-23,1998,English,['Iron Maiden'] 1998-03-23
169054,['Lana Del Rey'],281947,0,3WD91HQDBIavSapet3ZpjG,0,Video Games - Remastered,55,2012-01-01,2012,,['Lana Del Rey'] 2012-01-01
72552,['Chuck Berry'],153400,0,1lg4VSEI5bEuazWcnvPLV4,1,It Wasn't Me - Single Version,14,1965-01-01,1965,,['Chuck Berry'] 1965-01-01
130147,['The Kinks'],149173,0,64qM1cD89B8bY47wcDszWE,1,David Watts,37,1967-09-15,1967,,['The Kinks'] 1967-09-15
37771,['Sweetback'],389107,0,6k4ZH5yi5mIBXiFK8xJoGJ,1,You Will Rise,38,1996-10-15,1996,,['Sweetback'] 1996-10-15
61103,['Ginuwine'],282067,0,2nheFzHVqVYeK1LuS5AsyM,1,Wait A Minute,35,1999-03-15,1999,,['Ginuwine'] 1999-03-15
135269,['Twenty One Pilots'],229120,0,5HeKOKc4phmLn8e4I7EkzD,1,My Blood,73,2018-10-05,2018,,['Twenty One Pilots'] 2018-10-05
11133,['The Stooges'],171133,0,0lcuhtx0HtZeWFUYFqIi5P,0,Not Right,27,1969-08-05,1969,,['The Stooges'] 1969-08-05
93721,['José Maria Napoleón'],195840,0,08fbpynRAv6hPqqPZISRsa,1,Eres,62,1979-01-01,1979,,['José Maria Napoleón'] 1979-01-01
21189,"['Ludwig van Beethoven', 'Takako Nishizaki', 'Jenő Jandó']",518667,0,71DOInXpvlKIMTDQtXMvF0,1,"Violin Sonata No. 7 in C Minor, Op. 30 No. 2: II. Adagio cantabile",37,1990-04-25,1990,,"['Ludwig van Beethoven', 'Takako Nishizaki', 'Jenő Jandó'] 1990-04-25"
113935,['Mazz'],250427,0,5TMB9Xnfe1lbvDHZtjCUcZ,1,Ayer Y Hoy,47,1992-01-01,1992,,['Mazz'] 1992-01-01
117001,"['Giuseppe Verdi', 'Heinrich Schlusnus', 'Staatskapelle Berlin', 'Julius Pruwer']",448183,0,2Kc0JZlQb1B4Vqrb4oDIo2,1,"La forza del destino: O Tod, du Wort des Grauens - Sung in German",0,1928-01-01,1928,,"['Giuseppe Verdi', 'Heinrich Schlusnus', 'Staatskapelle Berlin', 'Julius Pruwer'] 1928-01-01"
73288,['The Wailers'],815067,0,1dfQM9x6XL5SaqtE3uA6TO,1,"Lively Up Yourself - Live At Leeds Polytechnic, 1973",27,1973-10-19,1973,,['The Wailers'] 1973-10-19
164181,['王秀如'],163667,0,4Ly7FZuWyySw3PerhplE3F,1,真實的愛情,25,1963-03-07,1963,,['王秀如'] 1963-03-07
92745,['Simon & Garfunkel'],187040,0,1eN42Q7IWRzRBq8eW2Y2TE,0,El Condor Pasa (If I Could),63,1970-01-26,1970,,['Simon & Garfunkel'] 1970-01-26
166599,['Linda Ronstadt'],156347,0,5iExRzT20aglKn155UuRj4,1,Dos Arbolitos (Two Little Trees),35,1987-11-03,1987,,['Linda Ronstadt'] 1987-11-03
63380,['Эрих Мария Ремарк'],97200,1,5lf2oxPY7RnbXRMKaAnuf5,1,Часть 199.2 - Триумфальная арка,0,1945,1945,,['Эрих Мария Ремарк'] 1945
83216,['Big Star'],154667,0,3BQLTtpQOYGXQY2lT3ZZeU,0,Thirteen,53,1972,1972,,['Big Star'] 1972
18786,['Waylon Jennings'],125320,0,5hyzCc6rsHxh0nfX9XFHGG,1,That's the Chance I'll Have to Take,19,1966-03-14,1966,,['Waylon Jennings'] 1966-03-14
74093,"['Pyotr Ilyich Tchaikovsky', 'Concertgebouworkest', 'Antal Doráti']",183427,0,4Llvh2nTY6xoY6m3c8jfOD,1,"The Sleeping Beauty, Op. 66, TH 13: Introduction",21,1981-01-01,1981,,"['Pyotr Ilyich Tchaikovsky', 'Concertgebouworkest', 'Antal Doráti'] 1981-01-01"
117371,['Necla Erol'],147489,0,7a9ae29vjeIHMtbfQkzqvn,1,Ağla Gönül Ağla Gelin Oldu Yar,0,1932-04-17,1932,,['Necla Erol'] 1932-04-17
20370,['Ultravox'],265573,0,3fxDsGZ3AYz01xXQzjE8k7,1,Hymn - Single Version / 2009 Remaster,48,1982-11-15,1982,,['Ultravox'] 1982-11-15
27991,['Barry White'],490800,0,5vzvMmlXXAyF4KGlwiKD0T,1,Your Sweetness Is My Weakness,30,1978-09-22,1978,,['Barry White'] 1978-09-22
134512,['The Tallest Man On Earth'],255853,0,3gVuz4Bhvxb2J0iGSH8bCZ,1,Love is All,60,2010-04-13,2010,,['The Tallest Man On Earth'] 2010-04-13
9582,"['Giuseppe Verdi', 'Kim Borg', 'RIAS-Symphonie-Orchester', 'Ferenc Fricsay', 'RIAS Kammerchor', 'Chor der St. Hedwigs-Kathedrale Berlin']",273960,0,03FG0Ahw5cXgg8sTDrc9aF,1,Messa da Requiem: 2. Confutatis,0,1954-01-01,1954,,"['Giuseppe Verdi', 'Kim Borg', 'RIAS-Symphonie-Orchester', 'Ferenc Fricsay', 'RIAS Kammerchor', 'Chor der St. Hedwigs-Kathedrale Berlin'] 1954-01-01"
71453,"['Giuseppe Verdi', 'Angelo Questa', 'Giuseppe Valdengo', 'Orchestra Sinfonica Di Torino Della Rai']",263000,0,1Kp5b5akQO1qtE7DU9KiR9,0,"Verdi : Un ballo in maschera : Act 3 - Quadro I ""Eri tu che macchiavi quell'anima"" [Renato]",0,1954,1954,,"['Giuseppe Verdi', 'Angelo Questa', 'Giuseppe Valdengo', 'Orchestra Sinfonica Di Torino Della Rai'] 1954"
104220,['Bronco'],165653,0,2VQla2sz9Zq77pOqvYY2ne,1,Cumbia Triste,49,1989-01-02,1989,,['Bronco'] 1989-01-02
29964,"['Bill Charlap', 'Kenny Washington', 'Peter Washington']",197467,0,2Qqd2xCLrFrInpg6sNXXJM,1,Pure Imagination,40,1998,1998,,"['Bill Charlap', 'Kenny Washington', 'Peter Washington'] 1998"
46230,['Thievery Corporation'],268507,0,2323bovOr3cLRjxQJ28BNg,0,The State Of The Union,44,2002,2002,,['Thievery Corporation'] 2002
110319,['The Platters'],135333,0,1P6ClnjGi6RK6vGZj8LsSQ,0,I Give You My Word,27,1956-11-06,1956,,['The Platters'] 1956-11-06
124972,['Kaskade'],237293,0,3GhICQNsmPCPgG7RyHAV8q,1,Move For me,55,2008-06-03,2008,,['Kaskade'] 2008-06-03
3357,['Deodato'],536827,0,5PaQnSxeAFh5Jc9cRaigwm,0,Super Strut,29,1973,1973,English,['Deodato'] 1973
8134,"['Young Dolph', 'Megan Thee Stallion']",211213,1,6aIARN0We3Rf0O2n20J8hp,1,RNB (feat. Megan Thee Stallion),64,2020-05-29,2020,,"['Young Dolph', 'Megan Thee Stallion'] 2020-05-29"
144598,['Эрих Мария Ремарк'],110000,1,6XpTCZpmQfWl5SlrNr8EsB,0,Часть 7.2 - На Западном фронте без перемен,0,1929,1929,,['Эрих Мария Ремарк'] 1929
37989,"['Kottonmouth Kings', 'Dogboy', 'Too Rude']",266667,1,5jsl5OwqVCSiu1KqLI9J5h,1,Dog's Life,35,1998-01-01,1998,,"['Kottonmouth Kings', 'Dogboy', 'Too Rude'] 1998-01-01"
25673,['Charles Mingus'],379960,0,3fjtzKfJuKqyXtLIelFeNe,1,Tea For Two,2,1955,1955,,['Charles Mingus'] 1955
113986,['Morphine'],199667,0,2SSBJhvMsujY94GK5JAtKs,0,Buena,54,1993,1993,,['Morphine'] 1993
96737,['Volbeat'],263080,0,0hTiTU0yqthnByyZDD3bcc,1,A Warrior's Call,63,2010,2010,,['Volbeat'] 2010
36878,['Nitty Gritty Dirt Band'],201373,0,6DsHyGewKibBSuypJ4Cfax,1,Fishin' in the Dark,28,1987-01-01,1987,,['Nitty Gritty Dirt Band'] 1987-01-01
83005,['The Beatles'],189387,0,4MLBqAEzNN89o2M9h92Z26,1,Get Back - Remastered 2009,65,1970-05-08,1970,,['The Beatles'] 1970-05-08
63600,['Shamshad Begum'],187533,0,2B4sPi5nvTG2Z1XixQ4tAL,0,Mohabbat Karnewalon Ka,0,1950-01-01,1950,,['Shamshad Begum'] 1950-01-01
50791,['Santana'],541800,0,4kbo7522YtoLQI4tENna5L,0,Every Step of the Way,28,1972-10-11,1972,,['Santana'] 1972-10-11
121804,['George Harrison'],222080,0,6utKZ21ASljZWbC5nDzIYo,1,Beautiful Girl - 2004 Mix,44,1976-11-19,1976,,['George Harrison'] 1976-11-19
42272,"['Lou Rawls', 'Les McCann Ltd.']",208867,0,449ERuFb4q69n28mdvpUS7,1,In The Evening When The Sun Goes Down,11,1962,1962,,"['Lou Rawls', 'Les McCann Ltd.'] 1962"
70042,"['Manic Focus', 'GRiZ']",307480,0,3qjv2VsVt5aEE7E7Y3qPQZ,1,Life Goes on (feat. GRiZ),47,2014-10-28,2014,,"['Manic Focus', 'GRiZ'] 2014-10-28"
144664,"['Giorgos Papasideris', 'Klarino Giorgos Anestopoulos']",193120,0,2mJHwYVBhzW5ElUdzZjWXY,0,Dio Mavra Matia Agapo,0,1930-01-01,1930,,"['Giorgos Papasideris', 'Klarino Giorgos Anestopoulos'] 1930-01-01"
30843,['Alicia Keys'],232587,0,1JVN2oMHiWXHD5j5nhniST,1,Wreckless Love,49,2007-11-09,2007,,['Alicia Keys'] 2007-11-09
135745,"['Francisco Canaro', 'Charlo']",178000,0,5C0xcwK28jWgDlY3XU7PkR,1,Dolores - Remasterizado,0,1929-10-22,1929,,"['Francisco Canaro', 'Charlo'] 1929-10-22"
90707,"['Erik Satie', 'Charles Gerhardt', 'National Philharmonic Orchestra']",186453,0,66UjXTt6vvfdWrwKSn2bcP,0,Gymnopédies for Orchestra: No. 1,14,1949,1949,,"['Erik Satie', 'Charles Gerhardt', 'National Philharmonic Orchestra'] 1949"
169667,"['Matt Ox', 'Key!']",133333,0,4JzRE2FdTcXTqEMMyRhYKg,1,Pull Up (feat. Key!),64,2018-10-30,2018,,"['Matt Ox', 'Key!'] 2018-10-30"
83007,['Eric Clapton'],301267,0,7DiaNCPgH5dJ1cJ925jTAA,1,Let It Rain,63,1970-08-01,1970,,['Eric Clapton'] 1970-08-01
130486,['Rodríguez'],143973,0,06aWHX6U1AP5mBZp4FJRzB,1,Only Good For Conversation,44,1970-03-05,1970,,['Rodríguez'] 1970-03-05
26095,['B.B. King'],128813,0,43yv8EMDWvtlcUR6CrchV7,1,"Swing Low, Sweet Chariot",10,1959-01-01,1959,,['B.B. King'] 1959-01-01
121658,['Brian Eno'],240160,0,0ikLV7zMypPFyLH57cKpRO,1,Golden Hours - 2004 Digital Remaster,42,1975-09-01,1975,,['Brian Eno'] 1975-09-01
104364,['Sublime'],208637,0,7EjIbU2g4ldFv67SssQQua,0,Had A Dat,48,1991,1991,,['Sublime'] 1991
54983,['Cereus Bright'],172867,0,32yiDCLJUdqYoaDR46z9gD,1,Stella,49,2013-11-12,2013,,['Cereus Bright'] 2013-11-12
67080,['China Crisis'],255267,0,30hKzveKyWKlyHZZhVGOhi,1,The Highest High,30,1985-01-01,1985,,['China Crisis'] 1985-01-01
160248,"['High School Musical Cast', 'Vanessa Hudgens', 'Ashley Tisdale', 'Lucas Grabeel', 'Zac Efron', 'Olesya Rulin', 'Matt Prokop', 'Jemma McKenzie-Brown']",464587,0,61zQ8XDgOYslFGzfhK823e,1,Senior Year Spring Musical - Original Version,55,2008-01-01,2008,,"['High School Musical Cast', 'Vanessa Hudgens', 'Ashley Tisdale', 'Lucas Grabeel', 'Zac Efron', 'Olesya Rulin', 'Matt Prokop', 'Jemma McKenzie-Brown'] 2008-01-01"
